n,g,rand_cut,rand_time,local_cut,local_time,opt_cut,opt_time,qaoa_gamma,qaoa_beta,qaoa_analytic_val,qaoa_opt_time,qaoa_sampled_expectation,qaoa_best_cut,qaoa_counts,qaoa_sim_time,qaoa_total_time,qaoa_shots,qc_job,qc_prep_time,qc_run_time,qc_best_cut,qc_total_time,repeat,qc_entropy_bits
72,<lib.graphlib.GraphLib object at 0x0000015262BAC3C0>,4766,1.6441102027893066,4445,0.08172845840454102,,,,,,,,,,,,,,,,,,3,
72,<lib.graphlib.GraphLib object at 0x0000015262BF0E60>,4787,1.8162305355072021,4353,0.04463005065917969,,,,,,,,,,,,,,,,,,4,
75,<lib.graphlib.GraphLib object at 0x0000015262BF0D70>,4909,1.7757174968719482,4593,0.06243586540222168,,,,,,,,,,,,,"<RuntimeJobV2('d45sj91me48c73d7imt0', 'sampler')>",13.353531837463379,2.535892,4049,15.88942383746338,0,11.999999999999996
75,<lib.graphlib.GraphLib object at 0x0000015262784A00>,4974,1.3509860038757324,4336,0.08348250389099121,,,,,,,,,,,,,,,,,,1,
75,<lib.graphlib.GraphLib object at 0x0000015262786850>,4725,1.5200080871582031,4298,0.08324503898620605,,,,,,,,,,,,,,,,,,2,
75,<lib.graphlib.GraphLib object at 0x00000152635B29E0>,4670,1.5056626796722412,4442,0.07788324356079102,,,,,,,,,,,,,,,,,,3,
75,<lib.graphlib.GraphLib object at 0x0000015262BAD630>,5085,1.5619378089904785,4625,0.047736167907714844,,,,,,,,,,,,,,,,,,4,
78,<lib.graphlib.GraphLib object at 0x0000015262BACFA0>,5466,2.370833158493042,5206,0.10237240791320801,,,,,,,,,,,,,"<RuntimeJobV2('d45sjfhme48c73d7in3g', 'sampler')>",15.09285306930542,2.69644,4236,17.78929306930542,0,11.999999999999996
78,<lib.graphlib.GraphLib object at 0x0000015262BAEE40>,5350,1.8710894584655762,5129,0.11192822456359863,,,,,,,,,,,,,,,,,,1,
78,<lib.graphlib.GraphLib object at 0x0000015263CE9450>,5326,1.8976092338562012,5271,0.10519623756408691,,,,,,,,,,,,,,,,,,2,
78,<lib.graphlib.GraphLib object at 0x0000015262BF00A0>,5043,1.95170259475708,4675,0.1374499797821045,,,,,,,,,,,,,,,,,,3,
78,<lib.graphlib.GraphLib object at 0x0000015262BF0910>,5376,1.9238405227661133,4979,0.10363626480102539,,,,,,,,,,,,,,,,,,4,
81,<lib.graphlib.GraphLib object at 0x0000015262BF1C70>,5626,2.084418773651123,5303,0.12225818634033203,,,,,,,,,,,,,"<RuntimeJobV2('d45sjmpme48c73d7inc0', 'sampler')>",17.255544424057007,2.616035,4868,19.871579424057007,0,11.999999999999996
81,<lib.graphlib.GraphLib object at 0x000001525F752210>,5583,2.1359550952911377,5377,0.08847737312316895,,,,,,,,,,,,,,,,,,1,
81,<lib.graphlib.GraphLib object at 0x000001525F7507D0>,5709,2.5451982021331787,5465,0.09459185600280762,,,,,,,,,,,,,,,,,,2,
81,<lib.graphlib.GraphLib object at 0x000001525F750870>,5937,2.121335744857788,5670,0.07989954948425293,,,,,,,,,,,,,,,,,,3,
81,<lib.graphlib.GraphLib object at 0x000001525F751AE0>,5687,1.9362361431121826,5399,0.0782933235168457,,,,,,,,,,,,,,,,,,4,
84,<lib.graphlib.GraphLib object at 0x000001525F7511D0>,6236,2.1625263690948486,5756,0.09165596961975098,,,,,,,,,,,,,"<RuntimeJobV2('d45sjvl63mfc73a7dkcg', 'sampler')>",22.275254487991333,2.788641,5261,25.06389548799133,0,11.999999999999996
84,<lib.graphlib.GraphLib object at 0x0000015262CB75C0>,6271,1.9478306770324707,5738,0.09369492530822754,,,,,,,,,,,,,,,,,,1,
84,<lib.graphlib.GraphLib object at 0x0000015262B99A90>,6227,2.85420823097229,5890,0.06681132316589355,,,,,,,,,,,,,,,,,,2,
84,<lib.graphlib.GraphLib object at 0x000001525F751EA0>,6452,2.215834856033325,6193,0.14299774169921875,,,,,,,,,,,,,,,,,,3,
84,<lib.graphlib.GraphLib object at 0x0000015263D279D0>,6061,2.2199089527130127,5720,0.14668035507202148,,,,,,,,,,,,,,,,,,4,
87,<lib.graphlib.GraphLib object at 0x0000015262786B20>,6683,2.4466779232025146,6033,0.09943699836730957,,,,,,,,,,,,,"<RuntimeJobV2('d45sk8hme48c73d7inu0', 'sampler')>",21.330265045166016,2.74412,5655,24.074385045166014,0,11.999999999999996
87,<lib.graphlib.GraphLib object at 0x0000015262BAF2A0>,6619,5.225705623626709,6254,0.22330260276794434,,,,,,,,,,,,,,,,,,1,
87,<lib.graphlib.GraphLib object at 0x00000152629B3B60>,6696,3.9974141120910645,6477,0.31670117378234863,,,,,,,,,,,,,,,,,,2,
87,<lib.graphlib.GraphLib object at 0x00000152627878E0>,6726,4.272099494934082,6157,0.11852240562438965,,,,,,,,,,,,,,,,,,3,
87,<lib.graphlib.GraphLib object at 0x0000015263CE8730>,6816,3.5608551502227783,6753,0.14058446884155273,,,,,,,,,,,,,,,,,,4,
90,<lib.graphlib.GraphLib object at 0x0000015263CE8F50>,6869,2.30003023147583,6584,0.12014436721801758,,,,,,,,,,,,,"<RuntimeJobV2('d45skjujf4ms73ap4870', 'sampler')>",21.55020308494568,3.100301,5340,24.65050408494568,0,11.999999999999996
90,<lib.graphlib.GraphLib object at 0x0000015262746AD0>,6950,2.7378265857696533,6641,0.21338295936584473,,,,,,,,,,,,,,,,,,1,
90,<lib.graphlib.GraphLib object at 0x0000015263D27570>,7096,2.590897798538208,6714,0.204451322555542,,,,,,,,,,,,,,,,,,2,
90,<lib.graphlib.GraphLib object at 0x0000015263D27B60>,6921,2.6317660808563232,6645,0.18172383308410645,,,,,,,,,,,,,,,,,,3,
90,<lib.graphlib.GraphLib object at 0x0000015263D24D70>,6682,2.620267152786255,6459,0.20257925987243652,,,,,,,,,,,,,,,,,,4,
93,<lib.graphlib.GraphLib object at 0x0000015263D26080>,7233,3.0217082500457764,6848,0.1064915657043457,,,,,,,,,,,,,"<RuntimeJobV2('d45skt9me48c73d7ioj0', 'sampler')>",22.122523069381714,2.951253,6457,25.073776069381715,0,11.999999999999996
93,<lib.graphlib.GraphLib object at 0x0000015262CB45F0>,7333,2.1921441555023193,7035,0.1352531909942627,,,,,,,,,,,,,,,,,,1,
93,<lib.graphlib.GraphLib object at 0x00000152635B0550>,7681,2.826625108718872,7688,0.17795610427856445,,,,,,,,,,,,,,,,,,2,
93,<lib.graphlib.GraphLib object at 0x0000015262785450>,7776,2.4513328075408936,7558,0.16142964363098145,,,,,,,,,,,,,,,,,,3,
93,<lib.graphlib.GraphLib object at 0x00000152635BF750>,7604,2.5414085388183594,7379,0.15707850456237793,,,,,,,,,,,,,,,,,,4,
96,<lib.graphlib.GraphLib object at 0x0000015262BAD1D0>,7895,2.6220295429229736,7470,0.16912174224853516,,,,,,,,,,,,,"<RuntimeJobV2('d45sl9pme48c73d7ip10', 'sampler')>",33.8517644405365,2.892263,6157,36.7440274405365,0,11.999999999999996
96,<lib.graphlib.GraphLib object at 0x00000152635BFCA0>,7896,3.3188016414642334,7667,0.3397533893585205,,,,,,,,,,,,,,,,,,1,
96,<lib.graphlib.GraphLib object at 0x0000015262BADF40>,7937,3.956920623779297,7353,0.3880934715270996,,,,,,,,,,,,,,,,,,2,
96,<lib.graphlib.GraphLib object at 0x0000015263CEAF30>,8171,2.7396082878112793,7874,0.24867630004882812,,,,,,,,,,,,,,,,,,3,
96,<lib.graphlib.GraphLib object at 0x0000015263D26300>,7751,2.6454622745513916,7384,0.19018959999084473,,,,,,,,,,,,,,,,,,4,
99,<lib.graphlib.GraphLib object at 0x0000015263D259F0>,7948,2.5613389015197754,7777,0.1867077350616455,,,,,,,,,,,,,"<RuntimeJobV2('d45slkpme48c73d7ipcg', 'sampler')>",25.216262578964233,3.09286,5979,28.309122578964235,0,11.999999999999996
99,<lib.graphlib.GraphLib object at 0x0000015263D25770>,8493,2.802370309829712,7713,0.11537599563598633,,,,,,,,,,,,,,,,,,1,
99,<lib.graphlib.GraphLib object at 0x0000015262785AE0>,8247,3.1768219470977783,8010,0.15068554878234863,,,,,,,,,,,,,,,,,,2,
99,<lib.graphlib.GraphLib object at 0x00000152629B0E60>,8501,3.1905198097229004,7798,0.23541259765625,,,,,,,,,,,,,,,,,,3,
99,<lib.graphlib.GraphLib object at 0x00000152627847D0>,8425,4.586641788482666,8170,0.3780858516693115,,,,,,,,,,,,,,,,,,4,
102,<lib.graphlib.GraphLib object at 0x0000015262785590>,8742,2.7432138919830322,8658,0.26923608779907227,,,,,,,,,,,,,"<RuntimeJobV2('d45slvpme48c73d7ipp0', 'sampler')>",24.86925435066223,2.964233,7342,27.83348735066223,0,11.999999999999996
102,<lib.graphlib.GraphLib object at 0x0000015262746EE0>,8873,2.786903142929077,8423,0.16379976272583008,,,,,,,,,,,,,,,,,,1,
102,<lib.graphlib.GraphLib object at 0x0000015262785DB0>,8609,2.765352249145508,8137,0.35713720321655273,,,,,,,,,,,,,,,,,,2,
102,<lib.graphlib.GraphLib object at 0x0000015263CE9720>,8612,2.79413104057312,8182,0.13957929611206055,,,,,,,,,,,,,,,,,,3,
102,<lib.graphlib.GraphLib object at 0x0000015263CE9220>,8682,3.3326497077941895,8525,0.24786663055419922,,,,,,,,,,,,,,,,,,4,
105,<lib.graphlib.GraphLib object at 0x0000015263CE9680>,9466,3.8780078887939453,8989,0.23843693733215332,,,,,,,,,,,,,"<RuntimeJobV2('d45smbhme48c73d7iq50', 'sampler')>",28.48656129837036,2.993482,6564,31.48004329837036,0,11.999999999999996
105,<lib.graphlib.GraphLib object at 0x00000152635BE210>,9466,3.1912405490875244,8780,0.27815699577331543,,,,,,,,,,,,,,,,,,1,
105,<lib.graphlib.GraphLib object at 0x0000015262786A30>,9164,3.3966691493988037,9004,0.16806721687316895,,,,,,,,,,,,,,,,,,2,
105,<lib.graphlib.GraphLib object at 0x0000015262CB6DF0>,9320,3.3548965454101562,9084,0.23955225944519043,,,,,,,,,,,,,,,,,,3,
105,<lib.graphlib.GraphLib object at 0x0000015262CB5590>,9319,3.500786066055298,9009,0.1480724811553955,,,,,,,,,,,,,,,,,,4,
108,<lib.graphlib.GraphLib object at 0x0000015262CB7610>,9594,3.1284167766571045,9546,0.23768830299377441,,,,,,,,,,,,,"<RuntimeJobV2('d45smo9me48c73d7iqjg', 'sampler')>",31.360053539276123,3.13791,5852,34.49796353927612,0,11.999999999999996
108,<lib.graphlib.GraphLib object at 0x00000152627466C0>,9639,3.415433883666992,9494,0.25364208221435547,,,,,,,,,,,,,,,,,,1,
108,<lib.graphlib.GraphLib object at 0x0000015262784FA0>,10563,3.841470956802368,10146,0.21502470970153809,,,,,,,,,,,,,,,,,,2,
108,<lib.graphlib.GraphLib object at 0x0000015262786580>,9694,3.601090431213379,9240,0.49693822860717773,,,,,,,,,,,,,,,,,,3,
108,<lib.graphlib.GraphLib object at 0x0000015263581A90>,9600,3.5405995845794678,9057,0.24449467658996582,,,,,,,,,,,,,,,,,,4,
111,<lib.graphlib.GraphLib object at 0x0000015263581A40>,10607,3.8768372535705566,10455,0.41757941246032715,,,,,,,,,,,,,"<RuntimeJobV2('d45sn6en7jjs73bt1pag', 'sampler')>",33.29491329193115,3.179653,8442,36.474566291931154,0,11.999999999999996
111,<lib.graphlib.GraphLib object at 0x0000015262BACA50>,10582,3.829883098602295,10136,0.44432759284973145,,,,,,,,,,,,,,,,,,1,
111,<lib.graphlib.GraphLib object at 0x0000015262BF3890>,10163,3.7268898487091064,9652,0.29963111877441406,,,,,,,,,,,,,,,,,,2,
111,<lib.graphlib.GraphLib object at 0x00000152627441E0>,10357,3.7382254600524902,9651,0.21972012519836426,,,,,,,,,,,,,,,,,,3,
111,<lib.graphlib.GraphLib object at 0x0000015262747390>,10352,3.7589118480682373,9614,0.3442192077636719,,,,,,,,,,,,,,,,,,4,
114,<lib.graphlib.GraphLib object at 0x00000152627478E0>,10970,4.07161808013916,10805,0.3548135757446289,,,,,,,,,,,,,"<RuntimeJobV2('d45snken7jjs73bt1pq0', 'sampler')>",33.60357856750488,3.886205,8961,37.48978356750488,0,11.999999999999996
114,<lib.graphlib.GraphLib object at 0x0000015263CE8BE0>,10689,4.098556756973267,10299,0.428119421005249,,,,,,,,,,,,,,,,,,1,
114,<lib.graphlib.GraphLib object at 0x00000152629B0AA0>,11231,4.068926095962524,10481,0.43019723892211914,,,,,,,,,,,,,,,,,,2,
114,<lib.graphlib.GraphLib object at 0x00000152629B0230>,11041,3.9174954891204834,10473,0.25646448135375977,,,,,,,,,,,,,,,,,,3,
114,<lib.graphlib.GraphLib object at 0x00000152635BCEB0>,11224,4.257734537124634,11047,0.2202138900756836,,,,,,,,,,,,,,,,,,4,
117,<lib.graphlib.GraphLib object at 0x00000152635BC2D0>,11556,4.042582750320435,10923,0.39257216453552246,,,,,,,,,,,,,"<RuntimeJobV2('d45so3d63mfc73a7doo0', 'sampler')>",36.26169514656067,3.307058,10059,39.56875314656067,0,11.999999999999996
117,<lib.graphlib.GraphLib object at 0x0000015262BAC5F0>,11468,3.6474668979644775,11524,0.3729684352874756,,,,,,,,,,,,,,,,,,1,
117,<lib.graphlib.GraphLib object at 0x00000152629B2210>,11612,4.148158311843872,11221,0.39639782905578613,,,,,,,,,,,,,,,,,,2,
117,<lib.graphlib.GraphLib object at 0x0000015262744EB0>,11730,3.692075252532959,11151,0.4815554618835449,,,,,,,,,,,,,,,,,,3,
117,<lib.graphlib.GraphLib object at 0x0000015262745540>,11548,3.807860851287842,11210,0.45389842987060547,,,,,,,,,,,,,,,,,,4,
120,<lib.graphlib.GraphLib object at 0x0000015262745F90>,12347,4.2810704708099365,11693,0.4572291374206543,,,,,,,,,,,,,"<RuntimeJobV2('d45soiun7jjs73bt1qn0', 'sampler')>",38.22250270843506,3.423954,10638,41.64645670843506,0,11.999999999999996
120,<lib.graphlib.GraphLib object at 0x0000015263CE9B80>,12141,3.548696279525757,11779,0.45528674125671387,,,,,,,,,,,,,,,,,,1,
120,<lib.graphlib.GraphLib object at 0x00000152635BD4A0>,12166,3.7881481647491455,11541,0.38462233543395996,,,,,,,,,,,,,,,,,,2,
120,<lib.graphlib.GraphLib object at 0x00000152629B32A0>,12098,4.103243589401245,11638,0.29270315170288086,,,,,,,,,,,,,,,,,,3,
120,<lib.graphlib.GraphLib object at 0x00000152629B1DB0>,12250,3.88655424118042,12180,0.38727307319641113,,,,,,,,,,,,,,,,,,4,
123,<lib.graphlib.GraphLib object at 0x00000152629B3ED0>,12815,4.566246747970581,12081,0.6673488616943359,,,,,,,,,,,,,"<RuntimeJobV2('d45sp36n7jjs73bt1r70', 'sampler')>",40.72826838493347,3.370837,10481,44.09910538493347,0,11.999999999999996
123,<lib.graphlib.GraphLib object at 0x00000152629B2DF0>,13274,4.239424467086792,12998,0.5318326950073242,,,,,,,,,,,,,,,,,,1,
123,<lib.graphlib.GraphLib object at 0x0000015262BF2300>,12204,4.019817590713501,11818,0.4070851802825928,,,,,,,,,,,,,,,,,,2,
123,<lib.graphlib.GraphLib object at 0x00000152627442D0>,13102,4.338110446929932,12797,0.40192389488220215,,,,,,,,,,,,,,,,,,3,
123,<lib.graphlib.GraphLib object at 0x0000015262747840>,13070,10.200080156326294,13140,2.1813271045684814,,,,,,,,,,,,,,,,,,4,
126,<lib.graphlib.GraphLib object at 0x00000152627445A0>,13616,10.865317344665527,12901,0.6815409660339355,,,,,,,,,,,,,"<RuntimeJobV2('d45sptt63mfc73a7dqgg', 'sampler')>",66.02591633796692,7.46272,10094,73.48863633796692,0,11.999999999999996
126,<lib.graphlib.GraphLib object at 0x0000015263D246E0>,13079,5.830878734588623,12600,0.4750807285308838,,,,,,,,,,,,,,,,,,1,
126,<lib.graphlib.GraphLib object at 0x0000015262BACD70>,13669,6.651444911956787,12861,0.5494847297668457,,,,,,,,,,,,,,,,,,2,
126,<lib.graphlib.GraphLib object at 0x0000015262BAD090>,13633,6.437811374664307,13332,0.5737192630767822,,,,,,,,,,,,,,,,,,3,
126,<lib.graphlib.GraphLib object at 0x0000015262BAEDF0>,13637,6.358515739440918,13206,0.6076557636260986,,,,,,,,,,,,,,,,,,4,
129,<lib.graphlib.GraphLib object at 0x0000015262BACAA0>,14283,6.341279029846191,13720,1.3056068420410156,,,,,,,,,,,,,"<RuntimeJobV2('d45sqj6n7jjs73bt1sk0', 'sampler')>",47.915786027908325,3.483572,10903,51.39935802790833,0,11.999999999999996
129,<lib.graphlib.GraphLib object at 0x0000015262CB5EA0>,13907,6.719968318939209,13580,0.908848762512207,,,,,,,,,,,,,,,,,,1,
129,<lib.graphlib.GraphLib object at 0x00000152629B1220>,13977,6.381484031677246,13260,0.7637710571289062,,,,,,,,,,,,,,,,,,2,
129,<lib.graphlib.GraphLib object at 0x0000015262BF0E10>,13970,6.269549131393433,13920,1.1097331047058105,,,,,,,,,,,,,,,,,,3,
129,<lib.graphlib.GraphLib object at 0x0000015262BF1090>,14511,6.309075832366943,14091,0.630263090133667,,,,,,,,,,,,,,,,,,4,
132,<lib.graphlib.GraphLib object at 0x0000015262BF3D90>,14561,7.2377283573150635,13979,0.5618624687194824,,,,,,,,,,,,,"<RuntimeJobV2('d45sr96jf4ms73ap4eo0', 'sampler')>",48.79434061050415,3.608151,11258,52.40249161050415,0,11.999999999999996
132,<lib.graphlib.GraphLib object at 0x0000015264067AC0>,15021,6.844726085662842,14986,0.6892340183258057,,,,,,,,,,,,,,,,,,1,
132,<lib.graphlib.GraphLib object at 0x0000015262BAF890>,14681,6.629147529602051,14306,1.1731986999511719,,,,,,,,,,,,,,,,,,2,
132,<lib.graphlib.GraphLib object at 0x0000015263CE8230>,14543,7.0271477699279785,14291,0.7005541324615479,,,,,,,,,,,,,,,,,,3,
132,<lib.graphlib.GraphLib object at 0x0000015263CE9130>,15418,6.740167856216431,15257,0.3983767032623291,,,,,,,,,,,,,,,,,,4,
135,<lib.graphlib.GraphLib object at 0x000001525571FD40>,15015,6.613949775695801,14296,0.7097742557525635,,,,,,,,,,,,,"<RuntimeJobV2('d45srvpme48c73d7ivsg', 'sampler')>",51.220377922058105,3.39912,10414,54.6194979220581,0,11.999999999999996
135,<lib.graphlib.GraphLib object at 0x0000015263FE34D0>,15238,6.55674934387207,14930,1.0965266227722168,,,,,,,,,,,,,,,,,,1,
135,<lib.graphlib.GraphLib object at 0x0000015262CB6F80>,15387,8.588837623596191,14751,0.7882590293884277,,,,,,,,,,,,,,,,,,2,
135,<lib.graphlib.GraphLib object at 0x00000152635B3110>,15361,7.1234118938446045,14520,0.4797658920288086,,,,,,,,,,,,,,,,,,3,
135,<lib.graphlib.GraphLib object at 0x00000152635B0190>,15144,7.010212182998657,14635,0.7537727355957031,,,,,,,,,,,,,,,,,,4,
138,<lib.graphlib.GraphLib object at 0x00000152635B1BD0>,15923,7.338471412658691,15678,0.8335733413696289,,,,,,,,,,,,,"<RuntimeJobV2('d45ssnt63mfc73a7dt5g', 'sampler')>",53.57864785194397,7.774028,12854,61.35267585194397,0,11.999999999999996
138,<lib.graphlib.GraphLib object at 0x0000015262CB5680>,15777,8.007573366165161,15265,0.8750913143157959,,,,,,,,,,,,,,,,,,1,
138,<lib.graphlib.GraphLib object at 0x0000015262BAFAC0>,15762,7.278993129730225,15283,0.9943244457244873,,,,,,,,,,,,,,,,,,2,
138,<lib.graphlib.GraphLib object at 0x000001526275C5A0>,16012,7.713163137435913,15654,0.9596290588378906,,,,,,,,,,,,,,,,,,3,
138,<lib.graphlib.GraphLib object at 0x000001526275C230>,16056,7.33603048324585,15730,0.7447116374969482,,,,,,,,,,,,,,,,,,4,
141,<lib.graphlib.GraphLib object at 0x000001526275C280>,16461,6.796776056289673,15769,0.9660637378692627,,,,,,,,,,,,,"<RuntimeJobV2('d45sth563mfc73a7du8g', 'sampler')>",56.62063646316528,3.568355,12848,60.18899146316528,0,11.999999999999996
141,<lib.graphlib.GraphLib object at 0x00000152635BFD90>,16443,7.049028635025024,16347,0.603198766708374,,,,,,,,,,,,,,,,,,1,
141,<lib.graphlib.GraphLib object at 0x0000015262BACBE0>,16801,7.154430866241455,16501,1.0365643501281738,,,,,,,,,,,,,,,,,,2,
141,<lib.graphlib.GraphLib object at 0x0000015262744F50>,16497,7.592568874359131,16287,0.6517081260681152,,,,,,,,,,,,,,,,,,3,
141,<lib.graphlib.GraphLib object at 0x0000015262746DF0>,17045,7.77240777015686,16090,1.1644184589385986,,,,,,,,,,,,,,,,,,4,
144,<lib.graphlib.GraphLib object at 0x0000015262744910>,17132,8.132402420043945,16396,0.9401814937591553,,,,,,,,,,,,,"<RuntimeJobV2('d45sub1me48c73d7j2dg', 'sampler')>",59.78139901161194,4.462534,14188,64.24393301161194,0,11.999999999999996
144,<lib.graphlib.GraphLib object at 0x0000015262745EA0>,17441,7.747324466705322,16741,1.0798323154449463,,,,,,,,,,,,,,,,,,1,
144,<lib.graphlib.GraphLib object at 0x0000015262BAE800>,17365,7.765741348266602,16868,0.94223952293396,,,,,,,,,,,,,,,,,,2,
144,<lib.graphlib.GraphLib object at 0x0000015262BAEC60>,16433,7.388097047805786,15786,0.8745014667510986,,,,,,,,,,,,,,,,,,3,
144,<lib.graphlib.GraphLib object at 0x0000015262BAFFC0>,17551,7.548994064331055,17290,1.328810214996338,,,,,,,,,,,,,,,,,,4,
147,<lib.graphlib.GraphLib object at 0x00000152629B2C10>,17596,7.205592393875122,16900,0.9968736171722412,,,,,,,,,,,,,"<RuntimeJobV2('d45sv4un7jjs73bt218g', 'sampler')>",58.89908409118652,3.72971,13493,62.62879409118652,0,11.999999999999996
147,<lib.graphlib.GraphLib object at 0x0000015262BF1A40>,17791,7.192346811294556,17323,0.7269301414489746,,,,,,,,,,,,,,,,,,1,
147,<lib.graphlib.GraphLib object at 0x0000015262BF1180>,18109,7.4334938526153564,17382,0.7605764865875244,,,,,,,,,,,,,,,,,,2,
147,<lib.graphlib.GraphLib object at 0x0000015262BF2BC0>,17821,8.052681922912598,17781,0.6047110557556152,,,,,,,,,,,,,,,,,,3,
147,<lib.graphlib.GraphLib object at 0x0000015262BF1900>,17665,7.496267557144165,17101,0.6898140907287598,,,,,,,,,,,,,,,,,,4,
150,<lib.graphlib.GraphLib object at 0x0000015262BF09B0>,18175,7.990203380584717,17625,0.8483738899230957,,,,,,,,,,,,,"<RuntimeJobV2('d45svupme48c73d7j41g', 'sampler')>",59.95879507064819,3.704191,14038,63.662986070648195,0,11.999999999999996
150,<lib.graphlib.GraphLib object at 0x0000015263D26210>,18305,7.815930128097534,18025,0.8256480693817139,,,,,,,,,,,,,,,,,,1,
150,<lib.graphlib.GraphLib object at 0x00000152635827B0>,18838,7.935572147369385,18303,1.2964422702789307,,,,,,,,,,,,,,,,,,2,
150,<lib.graphlib.GraphLib object at 0x0000015263583FC0>,18550,7.859873294830322,17968,1.269925594329834,,,,,,,,,,,,,,,,,,3,
150,<lib.graphlib.GraphLib object at 0x0000015263582620>,19055,7.768982648849487,18383,1.2171719074249268,,,,,,,,,,,,,,,,,,4,
